custom_id,label_x,cause,effect,original_row_id,climate,health,intersection,date,text,replies,link,handle,n_replies,n_reposts,n_likes,n_bookmarks,n_views,language,text_en,original_row_id.1,name,Portfolio,Term Start,Term End,personal_twitter,institutional_twitter,label_y
1254,1,climate change,effects on water policies,39976,1,0,0,2024-01-24,"Gracias, Comisario. 
Es un asunto fundamental para todos. También -y especialmente- para los españoles. Contribuiremos con gusto a esta iniciativa sobre agua y sequías y resiliencia frente a los efectos del cambio climático en las políticas hídricas. 
Nos jugamos mucho.","116 reposts, 294 likes, 3 bookmarks, 8024 views",https://x.com/VSinkevicius/status/1750187172186001689/photo/1,Teresaribera,,116.0,294.0,3.0,8024.0,es,"Thanks, commissioner. 
It is a fundamental issue for all. Also - and especially - for the Spaniards. We will contribute to this initiative on water and droughts and resilience against the effects of climate change on water policies. 
We play a lot.",,Teresa Ribera Rodríguez,"Executive VP for Clean, Just and Competitive Transition",01/12/2024,,@Teresaribera,@EU_Commission,1
1255,1,the political agreement on the new rules to boost energy performance of buildings,lower greenhouse gas emissions & lower energy bills,33826,1,1,1,2023-12-08,"We want to help people to make their homes more energy efficient, more comfortable & healthy.

I welcome the political agreement on the new rules to boost energy performance of buildings, leading to both lower greenhouse gas emissions & lower energy bills.
https://europa.eu/!QpVJG9","5 replies, 10 reposts, 27 likes, 3513 views",https://x.com/MarosSefcovic/status/1733019432463544341/photo/1,MarosSefcovic,5.0,10.0,27.0,,3513.0,en,"We want to help people to make their homes more energy efficient, more comfortable & healthy.

I welcome the political agreement on the new rules to boost energy performance of buildings, leading to both lower greenhouse gas emissions & lower energy bills.
https://europa.eu/!QpVJG9",,Maroš Šefčovič,Commissioner for Trade and Economic Security,01/12/2024,,@MarosSefcovic,@EU_Commission,1
1256,1,Preserving underwater vegetation,one of the concrete solutions to global warming,56387,1,0,0,2022-02-11,"Préserver la végétation sous-marine est l’une des solutions concrètes face au réchauffement climatique. Nous lançons aujourd’hui une coalition pour le carbone bleu, pour identifier et financer des actions en faveur de notre biodiversité.","300 replies, 335 reposts, 1365 likes, 4 bookmarks",,EmmanuelMacron,300.0,335.0,1365.0,4.0,,fr,"Preserving underwater vegetation is one of the concrete solutions to global warming. Today we are launching a coalition for blue carbon, to identify and finance actions in favor of our biodiversity.",,,,,,,,1
1257,1,"reduce consumption, use again, recycle",local better environment and a successful fight against climate change at the global level,87731,1,0,0,2023-05-09," V prizadevanjih za lokalno boljše okolje in uspešen boj proti podnebnim spremembam na svetovni ravni se držimo načela: zmanjšaj porabo, uporabi znova, recikliraj. 

 http://bit.ly/3BsAr2Z","5 replies, 2 reposts, 14 likes, 2639 views",https://x.com/nmusar/status/1655941944953147395/photo/1,nmusar,5.0,2.0,14.0,,2639.0,sl,"In efforts for the local better environment and a successful fight against climate change at the global level, we adhere to the principle: reduce consumption, use again, recycle. 

 http://bit.ly/3bsar2z",252490.0,,,,,,,1
1258,1,Decarbonization of the economy,requires massive investments,22657,1,0,0,2024-02-07,"Thank you for a good meeting 
@NadiaCalvino
, President of 
@EIB
.

Decarbonization of the economy requires massive investments, most of which will have to come from private sources. Good to hear your views & to give an overview of our next steps regarding the #energytransition.","2 replies, 11 reposts, 39 likes, 3824 views",https://x.com/KadriSimson/status/1755303511909159381/photo/1,KadriSimson,2.0,11.0,39.0,,3824.0,en,"Thank you for a good meeting 
@NadiaCalvino
, President of 
@EIB
.

Decarbonization of the economy requires massive investments, most of which will have to come from private sources. Good to hear your views & to give an overview of our next steps regarding the #energytransition.",,Kadri Simson,Energy,01/12/2019,30/11/2024,@KadriSimson,@EU_Commission,1
1259,0,,,33843,1,0,0,2023-12-01,"At the Local Climate Action Summit, the leaders of cities, states and regions took centre stage on the COP programme for the first time. #COP28 

Synergies between national & subnational leaders are instrumental in steering our green transition efforts.

http://europa.eu/!GpbtJG","1 reply, 15 reposts, 32 likes, 3780 views",https://x.com/MarosSefcovic/status/1730679802141548768/photo/1,MarosSefcovic,1.0,15.0,32.0,,3780.0,en,"At the Local Climate Action Summit, the leaders of cities, states and regions took centre stage on the COP programme for the first time. #COP28 

Synergies between national & subnational leaders are instrumental in steering our green transition efforts.

http://europa.eu/!GpbtJG",,Maroš Šefčovič,Commissioner for Trade and Economic Security,01/12/2024,,@MarosSefcovic,@EU_Commission,1
1260,0,,,101046,1,0,0,2022-04-22," Nos próximos meses, serão debatidas várias propostas no Parlamento Europeu no âmbito do Pacto Ecológico Europeu - o roteiro para uma Europa com impacto neutro no clima.

Neste #DiaDaTerra, descobre mais detalhes sobre a resposta da União Europeia à crise climática ","1 repost, 3 likes",,Europarl_PT,,1.0,3.0,,,pt,"In the coming months, several proposals will be discussed in the European Parliament under the European Ecological Pact - the script for a Europe with neutral impact on the climate.

In this #diadaterra, it discovers more details about the European Union's response to the climate crisis",,,,,,,,1
1261,0,,,37295,1,0,0,2023-08-11," Are you interested in education for climate? 
 
 Do you have an initiative championing sustainable education and climate action? 
 
 Join the 2023 #EducationForClimateDay on 15 November.

 https://education-for-climate.ec.europa.eu/day_en","5 replies, 10 reposts, 40 likes, 2 bookmarks, 4522 views",https://x.com/GabrielMariya/status/1689921888665870336/photo/1,GabrielMariya,5.0,10.0,40.0,2.0,4522.0,en," Are you interested in education for climate? 
 
 Do you have an initiative championing sustainable education and climate action? 
 
 Join the 2023 #EducationForClimateDay on 15 November.

 https://education-for-climate.ec.europa.eu/day_en",110996.0,,,,,,,1
1262,1,facing climate change,"an afternoon of debate, proposals and exchange of ideas",64389,1,0,0,2023-07-06,"Una tarde de debate, de propuestas e intercambio de ideas. Porque afrontar el cambio climático es esencial para todos, sobre todo para los jóvenes. Gracias por la iniciativa y por todas las preguntas y observaciones. Agradecimiento especial para ti, 
@elsaarnaizchico","41 reposts, 105 likes, 1 bookmark, 6112 views",https://x.com/elsaarnaizchico/status/1676719515671863296/photo/1,Teresaribera,,41.0,105.0,1.0,6112.0,es,"An afternoon of debate, proposals and exchange of ideas. Because facing climate change is essential for everyone, especially for young people. Thanks for the initiative and for all questions and observations. Special thanks to you, 
@elsarnaizchico",190890.0,,,,,,,1
1263,0,,,99140,1,0,0,2023-03-17,"Good to see you again, 
@jonasgahrstore
 

Together, Norway and the EU strongly support Ukraine.

I welcome your commitment to contribute to the reconstruction of 

We are close partners across the board, from securing reliable energy deliveries to fighting climate change.","788 replies, 322 reposts, 1958 likes, 12 bookmarks, 127332 views",https://x.com/vonderleyen/status/1636670131475447808/photo/1,vonderleyen,788.0,322.0,1958.0,12.0,127332.0,en,"Good to see you again, 
@jonasgahrstore
 

Together, Norway and the EU strongly support Ukraine.

I welcome your commitment to contribute to the reconstruction of 

We are close partners across the board, from securing reliable energy deliveries to fighting climate change.",288776.0,,,,,,,1
1264,0,,,64571,1,0,0,2022-02-11,"Coming up at the EP Plenary 14-17/02:

Ukraine: Discussion with 
@JosepBorrellF
 
Beating cancer
COVID-19: MEPs discuss state of free movement 
Boosting offshore renewable energy sources
 … 

 ",,,Europarl_CY,,,,,,en,"Coming up at the EP Plenary 14-17/02:

Ukraine: Discussion with 
@JosepBorrellF
 
Beating cancer
COVID-19: MEPs discuss state of free movement 
Boosting offshore renewable energy sources
 … 

 ",,,,,,,,1
1265,0,,,20746,1,0,0,2024-03-13,"Hopeful news! 

Our new review confirms EU 2030 targets on climate & environment are within reach.

Actions on #CircularEconomy, biodiversity, #ZeroPollution & climate change mitigation & adaptation are all advancing.

The #EUGreenDeal is on track.","4 replies, 19 reposts, 45 likes, 2 bookmarks, 4218 views",,VSinkevicius,4.0,19.0,45.0,2.0,4218.0,en,"Hopeful news! 

Our new review confirms EU 2030 targets on climate & environment are within reach.

Actions on #CircularEconomy, biodiversity, #ZeroPollution & climate change mitigation & adaptation are all advancing.

The #EUGreenDeal is on track.",,Virginijus Sinkevičius,"Environment, Oceans and Fisheries",01/12/2019,30/11/2024,@VSinkevicius,@EU_Commission,1
1266,1,EU energy policy aimed only in decarbonization,nobody talked about energy security and diversification,166559,1,0,0,2022-03-18,"Minister 
@MKiS_GOV_PL
 @moskwa_anna
 w #KPRM: Polityka energetyczna UE do ostatnich tygodni była elementem polityki klimatycznej, której celem była wyłącznie dekarbonizacja, nikt nie mówił o bezpieczeństwie energetycznym i dywersyfikacji.","10 replies, 13 reposts, 34 likes",https://x.com/PremierRP/status/1504759305840611331/photo/1,PremierRP,10.0,13.0,34.0,,,pl,"Minister 
@Mkis_Gov_pl
 @moskwa_anna
 In #KPRM: EU energy policy until the last weeks was an element of climate policy aimed only in decarbonization, nobody talked about energy security and diversification.",,,,,,,,1
1267,0,,,14770,1,0,0,2023-09-10,"→ A partnership between the EU and Africa to address priorities such as food security and investment attraction.

→ A call for global carbon pricing to ensure investments in green technologies, renewable energy capacity. and energy efficiency.

More: https://europa.eu/!BfkP64","5 replies, 3 reposts, 11 likes, 817 views",https://x.com/EU_Commission/status/1700899344017240309/photo/1,EU_Commission,5.0,3.0,11.0,,817.0,en,"→ A partnership between the EU and Africa to address priorities such as food security and investment attraction.

→ A call for global carbon pricing to ensure investments in green technologies, renewable energy capacity. and energy efficiency.

More: https://europa.eu/!BfkP64",45537.0,,,,,,,1
1268,0,,,71126,1,0,0,2023-11-10,"In gesprek met 
@EmmanuelMacron
 op het #ParisPeaceForum2023 over de uitdagingen van vandaag.

De EU neemt de leiding in de energieomwenteling.

Tijdens EU-voorzitterschap gaan we onze industrie verder versterken op weg naar klimaatneutraliteit.

Voor onze jobs én onze planeet.","94 replies, 26 reposts, 63 likes, 18079 views",https://x.com/alexanderdecroo/status/1723000890330599515/photo/1,alexanderdecroo,94.0,26.0,63.0,,18079.0,nl,"In conversation with 
@Emmanuelmacron
 On the #Parisceceforum2023 about the challenges of today.

The EU takes the lead in energy change.

During EU presidency we will further strengthen our industry on the way to climate neutrality.

For our jobs and our planet.",206903.0,,,,,,,1
1269,0,,,23955,1,0,0,2024-12-07,"Европейският съюз е постигнал значителен напредък за намаляване на емисиите си на парникови газове.

Въпреки това е нужен още по-голям напредък, за да бъдат достигнати заложените за 2030 г. и за 2050 г. цели.

Научете повече >>> https://europa.eu/!VwHn3M","2 likes, 175 views",https://x.com/Europarl_BG/status/1865294170413215923/photo/1,Europarl_BG,,,2.0,,175.0,bg,"The European Union has made significant progress in reducing its greenhouse gas emissions.

However, even more progress is needed to reach the set for 2030 and 2050 goals.

Learn more >>> https://europa.eu/ !vwhn3m",,Bulgaria,,,,,@Europarl_BG,1
1270,0,,,61418,1,0,0,2023-07-10,"Productive discussions in Tunis with President Saied 
@TnPresidency
 & PM Bouden.  &  share common commitments for a prosperous Med region. Both sides look forward to explore new avenues for tangible cooperation such as in renewable energy, water management & trade. - RA","5 replies, 18 reposts, 54 likes, 4 bookmarks, 4335 views",https://x.com/RobertAbela_MT/status/1678406749638873091/photo/1,RobertAbela_MT,5.0,18.0,54.0,4.0,4335.0,en,"Productive discussions in Tunis with President Saied 
@TnPresidency
 & PM Bouden.  &  share common commitments for a prosperous Med region. Both sides look forward to explore new avenues for tangible cooperation such as in renewable energy, water management & trade. - RA",181706.0,,,,,,,1
1271,0,,,20732,1,0,0,2023-10-02,"Οι ευρωβουλευτές θα πραγματοποιήσουν ακρόαση για να αξιολογίσουν τον υποψήφιο Επίτροπο για την Κλιματική Δράση Wopke Hoekstra τη Δευτέρα, 2 Οκτωβρίου 19:30-22:30. 

https://multimedia.europarl.europa.eu/en/webstreaming/hearing-of-commissioner-designate-wopke-hoekstra_20231002-1830-COMMITTEE-ENVI-ITRE-AFET-DEVE…","1 repost, 125 views",https://x.com/Europarl_CY/status/1708870706300113275/photo/1,Europarl_CY,,1.0,,,125.0,el,"MEPs will hear to evaluate the candidate for the WOPKE Hoekstra climate action on Monday, October 2, 19: 30-22: 30. 

https://multimedia.europarl.europa.eu/en/webstreaming/",62046.0,,,,,,,1
1272,1,new measures to increase the building renovation rate and reduce their energy consumption,decarbonization of the sector by 2050,25547,1,0,0,2023-03-14,"A partir de 2028, los edificios nuevos deberán ser de emisiones cero, desde 2026 para los edificios públicos. 

Las nuevas medidas para aumentar la tasa de renovaciones de edificios y reducir su consumo de energía tienen como objetivo la descarbonización del sector para 2050.","4 replies, 4 reposts, 13 likes, 2104 views",,Europarl_ES,4.0,4.0,13.0,,2104.0,es,"From 2028, new buildings must be zero emissions, from 2026 for public buildings. 

The new measures to increase the building renovation rate and reduce their energy consumption are aimed at decarbonization of the sector by 2050.",75724.0,,,,,,,1
1273,0,,,35871,1,0,0,2023-03-16,"Evropski poslanec 
@KGroselj
 o urejanju evropskega trga električne energije: “Pomembno je, da obravnavani predlog postavlja izhodišča za celovito reformo in da jasno izpostavlja, da je prihodnost utemeljena na obnovljivih in nizkoogljičnih virih.”  
#plenarnoEP 
@RenewEurope","2 reposts, 4 likes, 269 views",,Europarl_SL,,2.0,4.0,,269.0,sl,"MEP 
@Kgroselj
 On the regulation of the European electricity market: ""It is important that the proposal in question sets the starting points for comprehensive reform and clearly points out that the future is based on renewable and low carbon sources.""  
#plenarnoep 
@Reneweurope",105508.0,,,,,,,1
1274,1,the use of these is very much questioned,European energy sources will be low,115986,1,0,0,2022-09-12,"Biomassa on EU:n tärkein uusiutuvan energian lähde; osuus 60 %. Vesivoimaa uusiutuvasta sähköstä on kolmannes. Jos näiden käyttöä aletaan kovin kyseenalaistaa, vähiin käyvät Euroopan energialähteet. EU-parlamentti äänestää uusiutuvan energian #RED-direktiivistä keskiviikkona.","5 replies, 4 reposts, 44 likes",,HennaVirkkunen,5.0,4.0,44.0,,,fi,"Biomass is the EU's most important source of renewable energy; Section 60 %. One third of the hydropower of recurrence is hydropower. If the use of these is very much questioned, European energy sources will be low. The EU Parliament will vote for the #RED directive on Wednesday.",,,,,,,,1
1275,0,,,71219,1,0,0,2023-10-04,"J'ai discuté de la #COP28 avec 
@bertrandpiccard
.

Sa fondation 
@solarimpulse
 a répertorié 1000 initiatives rentables pour lutter contre le réchauffement climatique.

Un point nous a mis d'accord : mieux vaut agir que paniquer.","12 replies, 5 reposts, 28 likes, 7589 views",https://x.com/alexanderdecroo/status/1709518617161650312/photo/1,alexanderdecroo,12.0,5.0,28.0,,7589.0,fr,"I discussed the #COP28 with 
@BerTrandPicCard
.

Its foundation 
@Solarimpulse
 Has listed 1000 profitable initiatives to combat global warming.

One point has agreed to us: it is better to panic.",206996.0,,,,,,,1
1276,0,,,23921,1,0,0,2023-10-02,"Astăzi, de la 19.30 (ora României), comisia ENVI, în asociere cu comisiile AFET, DEVE și ITRE, organizează audierea lui Wopke Hoekstra (Olanda), comisar desemnat pentru acțiunea climatică. 
Urmăriți LIVE 
http://eptwitter.eu/LIVE_ENVI_audierepublica…","1 like, 156 views",https://x.com/Europarl_RO/status/1708883162460311682/photo/1,Europarl_RO,,,1.0,,156.0,ro,"Today, from 19.30 (Romania time), the ENVI Commission, in association with the AFT, Deve and ITRE committees, organizes the hearing of Wopke Hoekstra (Netherlands), a commissioner designated for the climate action. 
Watch live 
http://epptwitter.eu/live_envi_audiepublica.",,Romania,,,,,@Europarl_RO,1
1277,0,,,101440,1,1,1,2022-01-22,"Sabias que cada painel de cidadãos europeus reuniu, até à data, 200 europeus de diferentes idades e origens, de todos os Estados-Membros?

Do painel sobre Alterações Climáticas, Ambiente/Saúde resultaram 51 recomendações que serão hoje debatidas.
#OFuturoÉTeu",3 likes,,Europarl_PT,,,3.0,,,pt,"Did you know that each panel of European citizens has gathered 200 Europeans of different ages and origins from all Member States?

From the panel on climate change, environment/health resulted 51 recommendations that will be debated today.
#Office",,,,,,,,1
1278,1,problems and disturbances in the energy market,the government has made the decision that the premises in state administration buildings are not cooled to air temperature less than +25 C,285311,1,0,0,2022-07-11,"Vlada je kot odziv na težave in motnje na energetskem  trgu med prvimi ukrepi sprejela odločitev, da se prostori v stavbah državne uprave ne hladijo na temperaturo zraka nižjo od +25 °C . Cilj sprejetih sklepov je 10-odstotno znižanje  porabe energije .","114 replies, 53 reposts, 61 likes, 1 bookmark",https://x.com/vladaRS/status/1546405265658073088/photo/1,vladaRS,114.0,53.0,61.0,1.0,,sl,"In response to problems and disturbances in the energy market, the government has made the decision that the premises in state administration buildings are not cooled to air temperature less than +25 ° C. The aim of the conclusions adopted is a 10 % reduction in energy consumption.",,,,,,,,1
1279,0,,,132256,1,0,0,2022-06-15,"I started my day in #Egypt with the ministerial meeting of the East Med Gas Forum. The Eastern Mediterranean region has a strategic importance for the #EU, with its large reserves of gas & potential for developing renewable energy & hydrogen. #EastMed","3 replies, 35 reposts, 110 likes",https://x.com/KadriSimson/status/1537022349576372224/photo/1,KadriSimson,3.0,35.0,110.0,,,en,"I started my day in #Egypt with the ministerial meeting of the East Med Gas Forum. The Eastern Mediterranean region has a strategic importance for the #EU, with its large reserves of gas & potential for developing renewable energy & hydrogen. #EastMed",,,,,,,,1
1280,0,,,35466,1,0,0,2023-09-11,"Razprava o stanju v EU #SOTEU, obnovljivi viri energije, zagotavljanje kakovosti zraka, skupna naročila proizvodov za potrebo obrambe, potrošniški krediti … To je le nekaj tem, ki jih bodo ta teden obravnavali evropski poslanci na #plenarnoEP v Strasbourgu.",186 views,,Europarl_SL,,,,,186.0,sl,"Discussion on the state of the EU #Soteu, renewable energy sources, air quality assurance, joint orders of products for defense need, consumer loans ... These are just a few topics that will be addressed by MEPs at #plenarnoep in Strasbourg this week.",105103.0,,,,,,,1
1281,1,Extreme weather conditions all over Europe,large floods in Slovenia,30320,1,0,0,2023-08-07," Parlamento pirmininkė 
@EP_President
:  
""Europa palaiko Slovėniją, susiduriančią su dideliais potvyniais.
Ekstremalios oro sąlygos visoje Europoje ir toliau kelia susirūpinimą (...)
Nuoširdžiai užjaučiu nukentėjusiųjų šeimas ir draugus """,103 views,,Europarl_LT,,,,,103.0,lt,"President of the Parliament 
@Ep_president
:  
“Europe supports Slovenia, which has large floods.
Extreme weather conditions all over Europe continue to be concerned (...)
I sincerely sympathize with the victims 'families and friends'",90062.0,,,,,,,1
1282,0,,,79668,1,0,0,2022-01-05," Lue lisää ilmastotoimista EU:ssa ja EU:n ympäristöpalkinnoista!
http://eptwitter.eu/q4TV",,,Europarl_FI,,,,,,fi,"Read more about climate action in the EU and the EU environmental awards!
http://eptwitter.eu/q4tv",,,,,,,,1
1283,1,To achieve zero emissions of net carbon dioxide by 2050,"the EU will not only have to reduce emissions, but also remove it from the atmosphere",32307,1,0,0,2023-11-16,"Aby osiągnąć zerową emisję dwutlenku węgla netto do 2050 r., UE będzie musiała nie tylko zmniejszyć emisje, ale również usuwać go z atmosfery. Dowiedz się, na czym to polega  http://europa.eu/!BFTYhb","1 reply, 3 reposts, 5 likes, 895 views",https://x.com/Europarl_PL/status/1725195706141417504/photo/1,Europarl_PL,1.0,3.0,5.0,,895.0,pl,"To achieve zero emissions of net carbon dioxide by 2050, the EU will not only have to reduce emissions, but also remove it from the atmosphere. Find out what it is about http://europa.eu/ !bftyhb",96480.0,,,,,,,1
1284,0,,,8513,1,0,0,2023-09-19," @EPSocialAffairs
 approved opinion by 
@MariePierreV
 on the Net Zero Industry Act.

: 32 , 1 , 5 .

(Lead committee 
@EP_Industry
)","3 reposts, 948 views",https://x.com/EPSocialAffairs/status/1704035972843778240/photo/1,EPSocialAffairs,,3.0,,,948.0,en," @EPSocialAffairs
 approved opinion by 
@MariePierreV
 on the Net Zero Industry Act.

: 32 , 1 , 5 .

(Lead committee 
@EP_Industry
)",28221.0,,,,,,,1
1285,1,climate change,No corner of the globe is unaccountable by the consequences,63279,1,0,0,2022-11-05,"Καμία γωνιά του πλανήτη δεν είναι απρόσβλητη από τις συνέπειες της κλιματικής αλλαγής. Με το COP27 να να ξεκινά αύριο, τα μέλη του ΕΚ καλούν την ΕΕ και όλες τις χώρες της G20 να επιδείξουν ηγετικό ρόλο και να δεσμευτούν για πιο φιλόδοξους στόχους μείωσης των εκπομπών ↓",,,Europarl_CY,,,,,,el,"No corner of the globe is unaccountable by the consequences of climate change. With COP27 starting tomorrow, EC members call on the EU and all G20 countries to show a leading role and commit to more ambitious goals of reducing emissions ↓",,,,,,,,1
1286,0,,,35106,1,0,0,2024-01-16,"Today in Dushanbe, Tajikistan - important partners for the EU on everything from investing in connectivity, mitigating climate change to the fight against extremism.

We discussed the upcoming EU-Centl Asia Investors Forum as well as supporting border management with Afghanistan.","13 reposts, 33 likes, 1 bookmark, 3216 views",https://x.com/MargSchinas/status/1747175680310173722/photo/1,MargSchinas,,13.0,33.0,1.0,3216.0,en,"Today in Dushanbe, Tajikistan - important partners for the EU on everything from investing in connectivity, mitigating climate change to the fight against extremism.

We discussed the upcoming EU-Centl Asia Investors Forum as well as supporting border management with Afghanistan.",,Margaritis Schinas,Promoting the European Way of Life,01/12/2019,30/11/2024,@MargSchinas,@EU_Commission,1
1287,0,,,50324,1,0,0,2022-12-16,"Estupendo debate con jóvenes de la Universidad de Cáceres sobre cómo la UE  y los fondos de la #PoliticadeCohesion apoyan
- el desarrollo regional 
- la lucha contra el cambio climático y las energías alternativas
-la creación de oportunidades para todos, sobre todo los jóvenes","8 reposts, 19 likes, 1538 views",https://x.com/ElisaFerreiraEC/status/1603732035448832000/photo/1,ElisaFerreiraEC,,8.0,19.0,,1538.0,es,"Great debate with young people from the University of Cáceres on how the EU and the funds of the #Politicadecohesion support
- Regional development 
- The fight against climate change and alternative energies
-The creation of opportunities for all, especially young people",,,,,,,,1
1288,0,,,72967,1,0,0,2023-10-13,A resposta ao desafio das alterações climáticas passa pela mobilidade sustentável. Avançámos já com diversos investimentos e hoje foi dado mais um importante passo para o Metro do #Porto.,"66 replies, 22 reposts, 121 likes, 12534 views",https://x.com/antoniocostapm/status/1712834590493090206/photo/1,antoniocostapm,66.0,22.0,121.0,,12534.0,pt,The response to the challenge of climate change involves sustainable mobility. We have already advanced with several investments and today was taken another important step for the #Porto meter.,212402.0,,,,,,,1
1289,0,,,13609,1,0,0,2022-11-17,"Food security goes hand in with protection of environment. In food production, we need both – more efficient measures to prevent further global warming, and we need better adaptation to already existing change of climate. Food security is much linked with biodiversity.","1 reply, 2 reposts, 2 likes",,BorutPahor,1.0,2.0,2.0,,,en,"Food security goes hand in with protection of environment. In food production, we need both – more efficient measures to prevent further global warming, and we need better adaptation to already existing change of climate. Food security is much linked with biodiversity.",,,,,,,,1
1290,0,,,66582,1,1,1,2022-01-12,"Im Anschluss an seine dritte und letzte Sitzung am vergangenen Wochenende in Warschau legte das dritte Europäische Bürgerforum seine Empfehlungen zu den Themen Klimawandel, Umwelt und Gesundheit vor. Mehr dazu im Video und hier  http://eptwitter.eu/q4Zs","2 replies, 2 reposts, 1 like",,Europarl_DE,2.0,2.0,1.0,,,de,"Following his third and last session last weekend in Warsaw, the third European Citizens' Forum presented its recommendations on the topics of climate change, environment and health. More on this in the video and here http://eptwitter.eu/q4zs",,,,,,,,1
1291,1,the climate crisis demands bold action in this area,we need to bend the carbon footprint of aviation and ramp up the use of sustainable fuels,25793,1,0,0,2022-02-03,Great news from France! ATR has conducted its first test flights on sustainable aviation fuel The climate crisis demands bold action in this area as we need to bend the carbon footprint of aviation and ramp up the use of sustainable fuels.,"1 reply, 3 reposts, 16 likes",,DanJoergensen,1.0,3.0,16.0,,,en,Great news from France! ATR has conducted its first test flights on sustainable aviation fuel The climate crisis demands bold action in this area as we need to bend the carbon footprint of aviation and ramp up the use of sustainable fuels.,,,,,,,,1
1292,1,development of distribution networks,sufficient capacity to develop renewable energy sources,48102,1,0,0,2024-01-10,"Pro rozvoj obnovitelných zdrojů energie je nutný také rozvoj distribučních sítí tak, aby v nich byla dostatečná kapacita. Na 
@mpo_tweetuje
 jsme dnes proto spustili dotační výzvu, která ho podpoří a zmírní tak růst regulované složky ceny elektřiny pro spotřebitele.","10 replies, 4 reposts, 47 likes, 4470 views",https://x.com/JozefSikela/status/1745131572523606237/photo/1,JozefSikela,10.0,4.0,47.0,,4470.0,cs,"The development of distribution networks is also required to develop renewable energy sources so that there is sufficient capacity. On 
@mpo_tweet
 Therefore, we have now launched a subsidy challenge that will support it and thus reduce the growth component of the electricity price for consumers.",,Jozef Síkela,Commissioner for International Partnerships,01/12/2024,,@JozefSikela,@EU_Commission,1
1293,0,,,230940,1,0,0,2022-10-18,"C'est un honneur d'ouvrir la 6ème conférence germano-belge avec ma collègue 
@ABaerbock
. Cette année, la #DeBeKo se concentre sur la recherche de solutions communes et concrètes aux défis du changement climatique et de la transition énergétique. ","2 replies, 2 reposts, 13 likes",https://x.com/hadjalahbib/status/1582329779428024320/photo/1,hadjalahbib,2.0,2.0,13.0,,,fr,"It is an honor to open the 6th German-Belgian conference with my colleague 
@Abaerbock
. This year, #DeBeko focuses on the search for common and concrete solutions to the challenges of climate change and the energy transition.",,,,,,,,1
1294,0,,,83844,1,0,0,2022-06-07," Pratite prijenos plenarne sjednice Europskog parlamenta - na dnevnom redu je plan kroz koji se namjerava smanjiti emisija stakleničkih plinova za 55% do 2030. godine! 
UŽIVO 
http://eptwitter.eu/q78W","1 repost, 1 like",https://x.com/Europarl_HR/status/1534066259964346369/photo/1,Europarl_HR,,1.0,1.0,,,hr,"Follow the transfer of the European Parliament Plenary Session - on the agenda there is a plan through which it is intended to reduce greenhouse gas emissions by 55% by 2030! 
Live 
http://eptwitter.eu/q78W",,,,,,,,1
1295,0,,,268704,1,0,0,2022-06-28,"Reunión con la PM de Islandia, 
@katrinjak
. Repasamos los retos que enfrenta 
@NATO
 y que abordaremos en #MadridOTAN22, así como la relación entre nuestros países. Los derechos de las mujeres y el cambio climático son áreas de la agenda multilateral en las que podemos colaborar.","157 replies, 295 reposts, 946 likes, 4 bookmarks",https://x.com/sanchezcastejon/status/1541841071289892865/photo/1,sanchezcastejon,157.0,295.0,946.0,4.0,,es,"Meeting with the PM of Iceland, 
@katrinjak
. We review the challenges it faces 
@BORN
 and that we will address in #dawn22, as well as the relationship between our countries. The rights of women and climate change are areas of the multilateral agenda in which we can collaborate.",,,,,,,,1
1296,0,,,66079,1,0,0,2023-05-02,"Embarking on my second visit to Brazil with a productive meeting with  VP 
@geraldoalckmin
.

We discussed the pressing need to combat climate change and advance sustainable development. 

Thrilled to see the vast opportunities for EU-Brazil synergies in this critical area. ","2 replies, 8 reposts, 24 likes, 1 bookmark, 4164 views",https://x.com/VSinkevicius/status/1653430324083187715/photo/1,VSinkevicius,2.0,8.0,24.0,1.0,4164.0,en,"Embarking on my second visit to Brazil with a productive meeting with  VP 
@geraldoalckmin
.

We discussed the pressing need to combat climate change and advance sustainable development. 

Thrilled to see the vast opportunities for EU-Brazil synergies in this critical area. ",193209.0,,,,,,,1
1297,0,,,49548,1,0,0,2024-10-07,"recognition of silvopastoral systems
simplification of due diligence statements
reasonable&proportionate clarifications for specific situations, such as fire prevention, biodiversity&nature restoration projects, animal welfare or grazing around renewable energy projects

/2","1 reply, 1 like, 498 views",,jwojc,1.0,,1.0,,498.0,en,"recognition of silvopastoral systems
simplification of due diligence statements
reasonable&proportionate clarifications for specific situations, such as fire prevention, biodiversity&nature restoration projects, animal welfare or grazing around renewable energy projects

/2",,Janusz Wojciechowski,Agriculture,01/12/2019,30/11/2024,@jwojc,@EU_Commission,1
