custom_id,label,cause,effect,speechText,textEN,speechLanguage,Year,speakerParty,speakerPolGroup,speakerCountry,climate,health,intersection,token_length,sentence_count,has_climate_terms,has_health_terms
846,0,,,"  – Frau Präsidentin, liebe Kolleginnen, liebe Kollegen! Ich denke, Fakten sollten die Basis sein für demokratische Entscheidungsprozesse. Wir wissen, und das sind die Fakten, dass intensiver Einsatz von Pestiziden einer der Haupttreiber von Artensterben und Biodiversitätsrückgang in Europa ist. In den letzten 30 Jahren gab es in den Schutzgebieten einen Rückgang der gesamten Biomasse und fliegenden Insekten um über 75 %. Wir wissen, und das sind Fakten, dass Pestizide zu schweren Erkrankungen wie Leukämie, Parkinson, erhöhtem Risiko bei Leber-, Brustkrebs, zu Diabetes Typ 2, aber auch Asthma, Allergien, Adipositas, Störungen von Hormondrüsen usw. führen kann. Wir wissen, und das sind Fakten, dass die EU ein löchriges Zulassungsverfahren hat. Es gibt keine wirklich ausreichende Erforschung von Cocktailwirkungen, keine wirklich ausreichende Erforschung der Pestizide auf die Bodengesundheit. Nur an fünf Spezies wird getestet, aber in Wirklichkeit gibt es eine Million von Organismen in Böden, die überhaupt nicht getestet werden. Wir wissen, und das sind Fakten, dass die Industrie bewusst Studien zur schädigenden Wirkung von Pestiziden auf die Hirnentwicklung zurückgehalten hat. Die Industrie tanzt uns auf der Nase herum. Deswegen entscheide ich mich – gerade weil ich Mitglied im Agrarausschuss bin – für eine strengere Regelung bei den Pestiziden und werde auch am Mittwoch so abstimmen.","There is no really sufficient research into cocktail effects, no really sufficient research into pesticides on soil health.",DE,2023,Sozialdemokratische Partei Deutschlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Germany,0,3,0,23,11,FALSE,TRUE
847,1,this Coronacrisis,teaches us that we have to work together more in the field of health,"  – Voorzitter, deze coronacrisis leert ons dat we meer moeten samenwerken op het gebied van gezondheid. Of het nu gaat om het gezamenlijk inkopen en produceren van beademingsapparatuur en mondmaskers of het aanleggen van strategische medicijnvoorraden, samen staan we sterker. Stop het hamstergedrag van lidstaten en zorg ervoor dat we minder afhankelijk worden van het buitenland. Dat is echt het minste wat we kunnen doen. Ja, de gezondheidszorg is in eerste instantie een verantwoordelijkheid van de lidstaten, maar we hebben gezien dat samenwerken leidt tot bescherming van onze mensen en daarom verwelkomen wij dit nieuwe EU4Health—programma. Iets wat mij verder nauw aan het hart ligt, is de gezondheid van onze werknemers. We hebben tijdens deze pandemie gezien dat de Europese regels om werknemers te beschermen tegen ziekten op hun werk onvoldoende zijn. De kranten staan vol met verhalen van fabrieksarbeiders die besmet zijn geraakt met corona op hun werk, vaak omdat ze geen beschermingsmiddelen kregen of te dicht op elkaar moesten werken. Het is een schande. Deze richtlijn moet daarom dringend herzien worden, mevrouw de commissaris.","Chairman, this Coronacrisis teaches us that we have to work together more in the field of health.",NL,2020,GroenLinks-PvdA,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Netherlands,0,7,0,25,10,FALSE,TRUE
848,1,their lack,endangered the very existence of many farms in the European Union countries,"  – Domnule președinte, dragi colegi, lucrătorii sezonieri și transfrontalieri reprezintă o categorie indispensabilă pentru foarte multe sectoare de activitate. În perioada pandemiei Covid-19, lipsa acestora a pus în pericol însăși existența multor ferme din țările Uniunii Europene. În același timp însă, în foarte multe state, aceștia au ajuns în situații dificile care le-au pus în pericol viața și securitatea socială.  Domnule comisar, Uniunea Europeană trebuie să găsească mecanisme prin care să le fie impuse statelor membre de destinație obligativitatea asigurării unor condiții de muncă sigure, precum și garantarea unor salarii adecvate pentru munca prestată. Condițiile de cazare trebuie să respecte standardele legale și rezonabile de viață, iar asigurările sociale să le garanteze protejarea lor reală în caz de îmbolnăvire, inclusiv în situația apariției unei pandemii.  De asemenea, se impune înființarea unor linii telefonice care să fie disponibile în mai multe limbi ale țărilor Uniunii Europene, astfel încât acei lucrătorii să aibă posibilitatea, o dată în plus, de a-și verifica drepturile și obligațiile, dar și de a reclama abuzurile sau încălcări ale contractelor lor de muncă. ","During the Covid-19 Pandemic period, their lack endangered the very existence of many farms in the European Union countries.",RO,2020,Partidul Naţional Liberal,Group of the European People's Party (Christian Democrats),Romania,0,3,0,28,6,FALSE,TRUE
849,0,,,"  – Madam President, I find this a strange way to address the disconnect between the European institutions and the citizenry of Europe. I really think that you don’t seem to understand why the citizens of Europe feel that distance with this place. We don’t actually represent them very well and since the Nice Treaty and the Lisbon Treaty, this is a neoliberal club, and neoliberalism puts the interests of big business before those of the citizens. Right now, we are increasing our spend on military in Europe. The militarisation of Europe is going off the Richter scale. So, we’re increasing our spending on military, but not on housing, not on health, in comparison. I mean, what are our priorities? And we talk about our values all the time. The citizens don’t know what are the fundamental values of the European Union. Are they supporting Israel’s genocide of the Palestinians, the war in Yemen? Because you do support it and you are supporting the militarisation of Europe.  Are these our real values? The people are disconnected, for sure.","So, we’re increasing our spending on military, but not on housing, not on health, in comparison.",EN,2021,Independents for change,GUE/NGL,Ireland,0,1,0,25,13,FALSE,TRUE
850,0,,,"  – Madame la Présidente, ça fait un an que les talibans ont repris le pouvoir en Afghanistan. La situation est dramatique à de nombreux points de vue: la faim, la maladie, la malnutrition, la mort ont pris des proportions alarmantes. Et les talibans imposent des lois abolissant la liberté.  Parmi toutes ces souffrances imposées aux Afghans, celles des filles et des femmes sont tout particulièrement cruelles. Parce qu’elles sont femmes, les responsabilités publiques leur sont interdites. Parce qu’elles sont femmes, elles sont limitées dans leurs déplacements. Parce qu’elles sont femmes, l’éducation leur est interdite au-delà de l’école primaire. Parce qu’elles sont femmes, elles peuvent être vendues en mariage dès leur plus jeune âge. Dès leur naissance, ces petits êtres humains, parce qu’ils sont des filles, sont destinés à se soumettre et à subir. C’est tout simplement révoltant!  Nous ne devons cesser de dénoncer et de condamner le sort réservé aux femmes en Afghanistan. Pendant 20 ans, elles avaient, dans de nombreuses villes, pris peu à peu des positions où elles avaient le pouvoir d’influer sur la société afghane. Elles étaient avocates, elles étaient journalistes, elles avaient des postes importants dans l’administration. Aujourd’hui, c’est la répression qui sévit. Aussi suis-je particulièrement admirative des femmes qui, aujourd’hui encore, osent lutter pour leurs droits en Afghanistan. Pour elles et toutes les autres femmes et filles afghanes, nous devons continuer à dénoncer. Le silence n’est pas une option. Nous ne pouvons accepter que le pouvoir du plus fort s’impose par la force et écrase le plus faible, ni ici ni ailleurs.","The situation is dramatic at many points of view: hunger, illness, malnutrition, death have taken alarming proportions.",FR,2022,Parti chrétien social luxembourgeois,Group of the European People's Party (Christian Democrats),Luxembourg,0,4,0,28,18,FALSE,TRUE
851,0,,,"  – Herr Präsident! Verehrte Kolleginnen und Kollegen! Nicht alles war perfekt, was die EU in Bezug auf die COVID-19-Krise gemacht hat. Das weiß ich auch durch meinen Beruf als Arzt, wo ich auch vorgestern oder Montag noch zuletzt als Impfarzt unterwegs war.  Ich kritisiere die EU hier nicht, weil ich keine gemeinsame Beschaffung möchte, sondern ganz im Gegenteil: Hier müssen wir besser werden. Wir brauchen zukünftig mehr gemeinsame Beschaffungen. Trotz der Kritik war der Ansatz der gemeinsamen Impfstoffbeschaffung richtig. Wir haben übrigens kein Problem mit den Patenten. Wir haben das Problem, dass mRNA-Impfstoffe nicht in der Garage hergestellt werden können, und deshalb hilft eben auch die Freigabe von Patenten nicht.  Wir haben mehrere Impfstoffhersteller, unterschiedliche Wirkmechanismen, und das kommt uns jetzt zugute. Denn die Dreifachimpfung mit mRNA-Impfstoffen scheint ja auch zumindest einen vollständigen  Insgesamt hat Europa an Vertrauen gewonnen. Besonders die ECDC und EMA haben gezeigt, dass sie es können. Übrigens ganz im Gegensatz zu manchen Playern der Nationalstaaten, die verunsichert haben. Und an manchen Stellen ist es sicher, dass die EU im Gesundheitsbereich mehr Kompetenzen bekommt. Nicht überall ein bisschen Europa, sondern ein starkes Europa an den richtigen Stellen! ",And in some places it is certain that the EU receives more skills in the health sector.,DE,2021,Freie Demokratische Partei,Renew Europe Group,Germany,0,1,0,20,15,FALSE,TRUE
852,0,,,"  – Voorzitter, desinformatie, het nieuwste stopwoordje van de links—liberale gevestigde orde. Oorspronkelijk ging het hier om de strijd tegen buitenlandse inmenging. Nu gaat het om de strijd tegen onwelgevallige meningen van de eigen burgers. Merk je op dat de bevolkingssamenstelling in Europa de afgelopen vijftig jaar nogal is veranderd? Desinformatie. Merk je op dat het uitgeven van duizenden miljarden euro's aan klimaatbeleid niet eens een meetbaar effect heeft? Desinformatie. De links—liberale gereedschapskist zit vol met dit soort termen. Altijd is er sprake van eenrichtingsverkeer. Het gaat niet om echte desinformatie, maar om het bestrijden van alles wat tegen het eigen wereldbeeld ingaat. Censuur dus. Nu dreigt de Europese Commissie de Orwelliaanse digitaledienstenverordening in te zetten om Elon Musks platform X de nek om te draaien. Maar als dat gebeurt, is onze democratie het grootste slachtoffer. Vrijheid van meningsuiting is niet alleen een recht, het is een plicht en een noodzaak voor onze gezonde democratie. Zij die de democratie claimen te beschermen, dragen haar ten grave.","Freedom of expression is not just a right, it is a duty and a necessity for our healthy democracy.",NL,2024,JA21,ECR,Netherlands,0,1,0,23,15,FALSE,TRUE
853,1,Corona,has taught us that in healthy foods we must not depend on imports from abroad.,"  – Frau Präsidentin, Herr Kommissar, liebe Kolleginnen und Kollegen! Wir wissen, es ist ein wichtiger Tag für Europa, für die Landwirtschaft und für die ländlichen Räume. Ich glaube, ich bin heute der einzige Fraktionschef, der das Wort ergreift und bei der Diskussion da ist. Wir als EVP-Fraktion wollen damit zum Ausdruck bringen, dass für uns die ländlichen Räume und die Landwirtschaft ein Kernbereich sind. Wir sehen uns als die Bauernpartei Europas, als Vertreter des ländlichen Raumes in der Europäischen Union. Es ist ein großer Kompromiss von vielen, die mitgearbeitet haben, und wir dürfen als Parlament stolz darauf sein, dass das als Teamleistung gelungen ist. Wir als EVP werden diesem Vorschlag heute zustimmen. Es gibt dafür eine Fülle von Argumenten. Das erste ist, dass die Landwirtschaft kein normaler Markt ist; es geht nicht nur um Produkte. Es geht nämlich um das wichtigste Produkt, das es gibt, nämlich gesunde Nahrungsmittel. Corona hat uns gelehrt, dass wir bei gesunden Nahrungsmitteln nicht von Importen aus dem Ausland abhängig werden dürfen. Wir müssen unsere eigene Versorgung sicherstellen. Das zweite Thema ist die Umweltfrage, die uns bei diesem Thema stark beschäftigt hat. Da haben die Landwirte und die Landwirtschaft eine große Verantwortung, aber sie brauchen nicht belehrt zu werden. Unsere Landwirte wissen, was zu tun ist. Die gute fachliche Praxis ist dort bekannt. Sie wollen überzeugt werden und nicht zu Schuldigen erklärt werden.  Das Dritte, was uns wichtig ist, ist die Aufgabe, die die Landwirtschaft hat: unsere Landschaften in Ordnung zu halten. Das wollen die Landwirte oft so nicht hören, weil sie für ihr Produkt bezahlt werden wollen. Das verstehe ich. Aber wie stellen wir uns denn Europa, die Landschaften Europas, die Schönheit Europas vor, wenn unsere Bauern sich nicht darum kümmern würden? Europa würde sein Gesicht und seine Schönheit verlieren, und auch das muss dem Staat etwas wert sein. Natürlich ist Agrar auch Zukunftsbereich, gerade im Klimabereich. Es gibt kaum eine Branche, die CO2 aus der Atmosphäre bindet. Die Land- und Forstwirtschaft bindet CO2 und leistet deswegen einen Beitrag dazu, dass wir die Klimakrise verhindern und überwinden.  Und zu guter Letzt: Die Landwirte sind verwurzelt in den Dörfern, in den Gemeinschaften, in den Vereinen, in den ",Corona has taught us that in healthy foods we must not depend on imports from abroad.,DE,2021,Christlich-Soziale Union in Bayern e.V.,Group of the European People's Party (Christian Democrats),Germany,1,2,0,19,26,FALSE,TRUE
854,0,,,"  – Signora Presidente, onorevoli colleghi, la BCE ha sicuramente agito con coraggio durante la pandemia. Il programma degli acquisti dei titoli di Stato e una politica monetaria accomodante hanno favorito l'attuale ripresa economica che, tuttavia, noi vorremmo fosse più equa verso tutti i cittadini. La relazione annuale sulla BCE attesta il buon lavoro svolto, anche se per il futuro ci sono almeno due grandi sfide da affrontare: i rincari energetici e l'inflazione innanzitutto. Alzando i tassi di interesse in modo improvvido rischieremmo una crisi del debito sovrano e non possiamo permettercelo; continuiamo invece con gli strumenti di politica monetaria non convenzionali per aiutare le imprese e le famiglie. Seconda emergenza: la BCE può dare il suo contributo nella lotta contro il riciclaggio e l'evasione fiscale. Ricordiamo che buona parte dell'evasione fiscale e del riciclaggio avviene anche tramite banche e che essi si appoggiano anche ai paradisi fiscali, che ci sono anche all'interno di questa Europa.",#NAME?,IT,2022,Movimento 5 Stelle,,Italy,0,1,0,22,6,FALSE,TRUE
855,0,,,"  – Pani Przewodnicząca! Zegar tyka. Za 7 lat i 47 dni wzrost globalnej temperatury przekroczy punkt krytyczny. Książki, z których jeszcze kilka lat temu uczyliśmy się w szkole geografii, dzisiaj są kompletnie nieaktualne. Do takiej katastrofy niestety doprowadził człowiek. Dlatego Europejski Zielony Ład powinien być nie tylko fundamentem programowym, ale także realnym działaniem, które musimy natychmiast wdrożyć.  Niestety w tym fundamencie są poważne luki. Jak podaje Komisja Europejska, aby osiągnąć cele klimatyczne do 2030 roku, trzeba każdego roku co najmniej 662 mld euro. Sama Polska, jeśli chce spełnić pewne warunki, potrzebuje od 700 do 900 mld euro. Dlatego musimy przeprowadzić dzisiaj poważną debatę nad środkami, które sfinansują to najważniejsze dla ludzkości wyzwanie. ","In 7 years and 47 days, the increase in global temperature will exceed the critical point.",PL,2020,Nowa Lewica,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Poland,1,0,0,20,10,TRUE,FALSE
856,0,,,"  – Doamna președintă, dragi colegi, pandemia ne-a arătat că sănătatea nu mai poate fi tratată ca o problemă regională sau națională. Nu poate fi tratată nici ca o problemă doar a unei entități politice mari, pentru că sănătatea și, mai ales, pandemiile nu țin cont de granițe. Uniunea Europeană a fost un factor major în găsirea soluțiilor la începutul pandemiei și apoi în asigurarea dozelor necesare de vaccin, atât în statele noastre, cât și în țările terțe care aveau nevoie de ajutor. Însă nu a fost destul pentru a reduce numărul sutelor de mii de victime.  Sistemele de sănătate nu au fost suficient de pregătite, iar multe state nu își permit să prioritizeze sănătatea nici acum, din păcate. Chiar în interiorul Uniunii Europene există diferențe majore în sistemele de sănătate. Pentru ca Uniunea Europeană să fie un factor esențial pentru îmbunătățirea sănătății la nivel mondial, trebuie să creăm o unitate, un mod de lucru, proceduri comune în interiorul Uniunii noastre. O strategie viabilă, trebuie să țină cont de acestea. ","Health systems have not been prepared enough, and many states cannot afford to prioritize health, unfortunately.",RO,2023,Uniunea Salvați România,Renew,Romania,0,8,0,23,8,FALSE,TRUE
857,0,,,"  – Tisztelt Elnök Úr! Folyóink, tavaink, felszín alatti vízkészleteink megőrzése alapvető érdekünk, hiszen a következő generáció számára is biztosítani kell a tiszta és egészséges vízkészletet. A vízbiztonság elsődleges érdekünk. Európában számos ország küzd a vízhiánnyal, Magyarországnak viszont más kihívással kell szembesülnie. A felszíni vizeink 96 százaléka külföldi vízgyűjtő területekről érkezik hozzánk, ezért az ide érkező víz teljes körű hasznosítását okos megoldásokkal lehet elősegíteni, és szükség esetén a vízfelesleget más országokkal együttműködve megfelelően hasznosítani. Magyarország emiatt élen jár a globális fenntartható vízgazdálkodásban, és számos megoldással, innovatív megoldással segíti azokat az országokat, amelyek ezt igénylik.  Európának elemi érdeke, hogy ezt hasznosítsa az Európai Unió tagállamaiban annak érdekében, hogy minden európai polgár és gazdasági szereplő számára a víz bármikor hozzáférhető legyen.","Maintaining our rivers, lakes and groundwater resources is a fundamental interest, as the next generation needs to provide clean and healthy water resources.",HU,2023,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,Hungary,0,1,0,28,7,FALSE,TRUE
858,1,The current pandemic,has an unprecedented effect on our society,"  – Tisztelt Elnök Úr! A jelenlegi világjárvány olyan egészségügyi válság, amely korábban soha nem tapasztalt káros hatással van társadalmunkra. A mi felelősségünk, hogy levonjuk a tanulságokat és azokat figyelembe véve megerősödve tudjuk magunk mögött hagyni ezt a válságot. Úgy gondolom, hogy az „EU az egészségügyért” program minderre lehetőséget biztosíthat. A tagállami hatáskör teljes körű tiszteletben tartása mellett az Európai Uniónak meg kell erősítenie koordinációs tevékenységét annak érdekében, hogy hatékonyan tudjunk fellépni bármilyen egészségügyi szükséghelyzet esetén. Nem szabad engednünk, hogy a kudarcba fulladt vakcinabeszerzéshez hasonló lassúság jellemezze e program végrehajtását.  Fontos, hogy hatékonyan járjunk el annak érdekében, hogy támogassuk az egészségügyi és az ellátórendszerek szükséges átalakítását, a rákellenes küzdelmet, a gyógyszerhiány okozta problémák kezelését és a digitális egészségügy fejlesztését!",The current pandemic is a health crisis that has an unprecedented effect on our society.,HU,2021,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,Hungary,0,6,0,22,7,FALSE,TRUE
859,0,,,"  – Gerbiama Pirmininke, gerbiama Komisijos nare, kolegos, kalbame apie Europos sveikatos sąjungą, o pažangios sveikatos technologijos diegiamos paskirai, nesant netgi stabilaus finansavimo. Per tą laiką COVID-19 iššūkiai įrodė, kaip svarbu veikti kartu. Bendro valstybių veikimo būtinybė tapo akivaizdi, svarstant kovos su vėžiu strategiją, farmacijos strategiją. Džiaugiuosi, kad pagaliau susitarta ir dėl šio instrumento. Tai tam tikras žingsnis į priekį, didinant sveikatos sistemų konvergenciją, ir, tikėtina, mažinant biurokratizmą. Tai ‒ žingsnis link vienodesnių galimybių taikyti pažangias medicinos technologijas bet kurios valstybės pacientams. Valstybėms, turinčioms mažesnius resursus, bendri klinikiniai tyrimai, bendri vertinimai būtų naudingi. Ilgainiui per tai susilygintų ir pacientų galimybės. Inovatyvūs gydymo būdai, ypač orientuoti į sunkiai pagydomas ligas, jų atnešama pridėtinė vertė turi būti įvertinami kaip įmanoma greičiau ir skaidriau. Apgailestaudamas, kad valstybėms narėms bendrų klinikinių vertinimų pranešimai nebus įpareigojantys, tikiu, kad efektyvus ir sklandus bendradarbiavimas, vertinant sveikatos technologijas, galėtų prisidėti prie visų Europos pacientų sveikatos gerinimo.","Innovative treatments, especially those oriented towards seriously cured diseases, their added value must be considered as quickly and transparently as possible.",LT,2021,Tėvynės sąjunga-Lietuvos krikščionys demokratai,Group of the European People's Party (Christian Democrats),Lithuania,0,8,0,27,10,FALSE,TRUE
861,0,,,"  – Hr. formand! Man skal være et usandsynligt afstumpet menneske, hvis man ikke bliver forfærdet over de alt for mange tilfælde rundt om i EU, hvor beboere i plejeboliger er blevet svigtet på det groveste i coronakrisen. Men som sygeplejerske med mange år i social- og sundhedssektoren ved jeg, at der er masser af forskel mellem institutionerne. Disse forskelle er naturligvis nationale, og lad os ikke glemme, at sundheds- og socialområdet er et nationalt ansvar, både i forhold til kvalitet og kvantitet og ikke mindst økonomisk. Jeg fornemmer lidt på debatten, at vi her i Parlamentet kunne fristes til at sætte et monster af papirtigere fri med tal og tunge rapporter fyldt med krav, så vi kan forsøge at trække dem ned over alle landene og alle institutionerne, fordi vi i bestemt den gode sags tjeneste forsøger at generalisere det, der også handler om kultur, kompetence og ledelse på den enkelte institution i det enkelte land. Disse dyre papirtigere kan vi så slippe løs på hinanden i helt sikkert følelsesladede debatter her i huset, hvor vi kan udskamme lande og ramme hundredetusindvis af fantastisk dygtige medarbejdere, som yder en kæmpe indsats hver eneste dag. Det skaber falske forhåbninger og nærer lokal ansvarsforflygtigelse, og det får ingen af plejeboligernes borgere noget som helst ud af.  Det, der er brug for, er, at EU byder sig til som den dygtige vært, koordinator og facilitator for meget mere samarbejde over grænser og institutionstyper for at lære af hinanden og løfte hinanden. Så hvad vil Kommissionen gøre for at sætte sådan en uforfængelig og i bund og grund etisk forpligtelse i gang, og hvornår regner Kommissionen med, at beboerne kan mærke en klar forskel ude i deres hverdag?","But as a nurse with many years in the social and health sector, I know that there is plenty of difference between the institutions.",DA,2020,Det Konservative Folkeparti,EPP,Denmark,0,2,0,28,9,FALSE,TRUE
862,1,the pandemic,worsened the situation significantly,"  – Pani predsedajúca, situácia mladých ľudí sa počas pandémie výrazne zhoršila. Mnohých z nich zasiahli opatrenia v čase, keď si hľadali prvú prácu. Ďalší prišli o možnosť vycestovať na štúdium či stáž do zahraničia. K tomu sa pridalo prerušenie sociálnych kontaktov, nemožnosť športu či kultúry a dlhé mesiace strávené za počítačmi. Vzdelávanie sa takmer na dva roky presunulo online. Toto všetko sa podpísalo na psychickom zdraví mladých ľudí. Podľa štatistík predstavuje omnoho väčší problém ako sme predpokladali. Na Slovensku prieskum porovnávajúci duševné zdravie mladých ľudí pred a počas pandémie ukázal šokujúce zhoršenie, ktoré bolo okrem iného spôsobené aj kyberšikanou a nevhodným obsahom na internete. Nedávno sme odhlasovali akt o digitálnych službách, ktorý bojuje proti takémuto obsahu. Tu však naša práca zďaleka nekončí. Musíme hľadať ďalšie spôsoby, aby sme chránili mladých ľudí pred negatívnym vplyvom online sveta. Druhým aspektom, ktorý by som chcela spomenúť, je nezamestnanosť. Na to, aby človek začal úspešný život, založil si rodinu, a vzal svoju budúcnosť do vlastných rúk je kľúčové, aby si našiel prácu a sebarealizáciu. Žiaľ, aj v tejto oblasti pandémia situáciu výrazne zhoršila. Toto považujem za dve základné oblasti, na ktoré sa musíme v najbližších rokoch zamerať. Inak sa nám môže stať, že sa precitneme do reality, v ktorej si uvedomíme, že sme stratili celú generáciu mladých ľudí.","Unfortunately, even in this area, the pandemic worsened the situation significantly.",SK,2022,Kresťanskodemokratické hnutie,Group of the European People's Party (Christian Democrats),Slovakia,0,5,0,18,16,FALSE,TRUE
865,1,the Coronavirus epidemic,both teachers and students alike acquired new skills during education,"  – Elnök Úr! A digitális átalakulás érinti az oktatás területét is, ami a tankötelezettség bevezetése óta az eddigi legjelentősebb változás előtt áll. Egyes becslések szerint a mai iskolások 65 százaléka végül olyan új munkakörben dolgozhat, ami egyelőre nem létezik, és ehhez a digitális írástudás létfontosságú lesz. A koronavírus-járvány idején a tanárok és diákok egyaránt új készségeket sajátítottak el az oktatás során. Bár ez sokszor nem volt könnyű, biztos vagyok benne, hogy a gyermekeink ezt a tudást a jövőben, a munkavállalás során is hasznosítani tudják majd. Így az úgynevezett Covid-generáció hosszú távon nem vesztese, hanem nyertese lehet a járványnak. Hiszem, és a saját életemmel is igazolom, hogy a kihívások kreatív megoldásokra ösztönöznek, és így végső soron a javunkra szolgálnak.","During the Coronavirus epidemic, both teachers and students alike acquired new skills during education.",HU,2021,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,Hungary,0,2,0,19,7,FALSE,TRUE
868,0,,,"  –  La taxe numérique, c’est très bien, mais c’est 2 milliards par an. Deux milliards. La taxe plastique, c’est fantastique, mais c’est 5 milliards, et ça va diminuer. La meilleure solution, celle qui peut rapporter le plus d’argent et rassembler le plus de pays, c’est la taxe sur les transactions financières. Le Conseil en a parlé dans ses conclusions. Bravo! Mais il ne suffit pas d’en parler, il faut un accord, et il le faut cette année. Malgré le Brexit et malgré la crise, une taxe sur les transactions financières peut rapporter chaque année 50 milliards. En 2011, la Commission Barroso avait proposé une directive, et cette directive, malgré le Brexit et la crise, peut rapporter chaque année 50 milliards. Cinquante milliards d’euros, ce sont 15 milliards pour rembourser la dette commune et 35 milliards de plus pour la santé, le climat et l’emploi. C’est la position du groupe social-démocrate: voilà une solution pour un budget plus ambitieux, sans un euro de plus des États membres. Le Conseil a dit que c’était une priorité, l’Allemagne a dit que c’était une de ses priorités. Je m’en réjouis. Je suis rapporteur du budget 2021 et, comme citoyen, comme député, je ne pourrai pas accepter un budget si on n’a pas eu cette année un accord sur la TTF. Nous voulons 50 milliards de plus pour la santé, le climat et l’emploi.","Fifty billion euros are 15 billion to repay the common debt and 35 billion more for health, climate and employment.",FR,2020,Nouvelle Donne,S&D,France,0,2,0,24,15,FALSE,TRUE
869,0,,,"  – Domnule președinte, dragi colegi, am fost mereu un puternic susținător al creării unui program de acțiune a Uniunii în domeniul sănătății și mă bucur că se creează o astfel de soluție de finanțare. Încă din anul 2015 vorbeam despre necesitatea de a dezvolta mecanisme de finanțare comune în domeniul medical. Din păcate, o parte semnificativă a politicienilor de dreapta se opuneau atunci acestui demers. În continuare trebuie să explicăm anumitor guverne, cum este cazul celui din România, că acest program nu poate acoperi tăierile semnificative făcute bugetelor naționale pentru sănătate.  Prin amendamentele mele la prezentul raport am propus următoarele soluții: asistență tehnică adecvată pentru creșterea accesibilizării, echilibrul geografic privind alocarea fondurilor și mecanisme pentru îmbunătățirea capacității de folosire a acestor resurse, finanțarea spitalelor și a infrastructurii medicale de bază, în regiunile cele mai puțin dezvoltate, sprijinirea telemedicinei și a introducerii de noi tehnologii, capabile să îmbunătățească actul medical.  În final, ca urmare a exemplului pozitiv oferit de medicii și asistenții europeni, în mod special cei din România, care în timpul pandemiei s-au oferit voluntar pentru a ajuta în alte state europene, am propus crearea unei unități medicale permanente, axată pe intervențiile de urgență în zonele cele mai afectate. Pentru a deveni sustenabil, programul trebuie să producă impact și să arate că în fața provocărilor medicale trebuie și putem lucra împreună. O adevărată „Uniune a sănătății” reprezintă soluția pentru a ne asigura că niciun cetățean european nu rămâne în urmă. Mulțumesc.","A true ""health union"" is the solution to ensure that no European citizen remains behind.",RO,2021,Partidul Social Democrat,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Romania,0,3,0,20,9,FALSE,TRUE
870,0,,,"  – Herr Präsident, liebe Kolleginnen und Kollegen! Mit dem „Fit for 55“-Paket können wir fit für Paris werden. Wir können auch das „mindestens“ in „mindestens 55 Prozent bis 2030“ mit Leben füllen, denn es sind deutlich größere und schnellere Schritte bis 2030 notwendig. Unsere Böden und Wälder besser zu schützen und wieder in einen guten Zustand zu bringen, wird dabei entscheidend sein. Die Klimaleistung von Mooren, Wäldern und Wiesen ist aber kein Allheilmittel. Der Forst- und Landnutzungssektor darf nicht nur so eine Art eierlegende Wollmilchsau werden, um verfehlte Treibhausgasreduktionen in anderen Sektoren verkommen zu lassen. Wir brauchen beides: schnelle Dekarbonisierung aller Sektoren und mehr natürliche CO2-Senken. Unsere Verantwortung endet aber auch nicht an unseren Grenzen, wir müssen unseren Fußabdruck weltweit reduzieren. Wir brauchen deshalb auch so schnell wie möglich ein EU-Gesetz gegen importierte Entwaldung. Wir als Sozialdemokratinnen und Sozialdemokraten sind bereit, Tempo zu machen und Verantwortung zu übernehmen.",We need both: fast decarbonization of all sectors and more natural CO2 lowering.,DE,2021,Sozialdemokratische Partei Deutschlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Germany,2,0,0,21,10,TRUE,FALSE
871,0,,,"  – Signora Presidente, onorevoli colleghi, ci troviamo di fronte a un'emergenza sanitaria ma anche a un'emergenza economica. Potersi spostare da uno Stato all'altro non è solo un piacere personale: è anche la condizione necessaria per la ripresa del turismo in tutta Europa. Imprenditori e lavoratori, insieme con le loro famiglie, hanno bisogno di riprendere la propria attività in sicurezza e velocità. Per milioni di uomini e di donne il certificato verde digitale non sarà la panacea di tutti i mali, ma è certamente un punto di partenza fondamentale per mettere in sicurezza l'estate, rendendo omogenee le procedure di ingresso nei Paesi dell'Unione europea ed evitando un passaporto vaccinale obbligatorio, che sarebbe davvero discriminante per molti motivi. L'estate è già alle porte. Mi auguro che la solita burocrazia europea o le solite paranoie ideologiche delle sinistre non ostacolino il cammino più veloce possibile del certificato in questo Parlamento: sarebbe un ulteriore, ingiusta violenza nei confronti dei cittadini italiani ed europei.","Lady President, honorable colleagues, we are faced with a health emergency but also to an economic emergency.",IT,2021,FRATELLI D' ITALIA,European Conservatives and Reformists Group,Italy,0,1,0,23,6,FALSE,TRUE
